cf,pa,ef,cha,temporalidad,ace, sa , productores_atendidos
Plagas de los Cítricos,Pulgón café de los cítricos (Aphis citricidus),Quintana Roo,Naranja,Segundo Trimestre,Control Biológico (Chrysoperla externa),2,1
Plagas de los Cítricos,Mosca prieta de los citricos  (Aleurocanthus woglumi),Chiapas,Limón ,Segundo Trimestre,Control Biológico (Amitus hespiridum),10,8
Plagas de los Cítricos,Mosca prieta de los citricos  (Aleurocanthus woglumi),Chiapas,Naranja,Segundo Trimestre,Control Biológico (Amitus hespiridum),3,2
Plagas de los Cítricos,Mosca prieta de los citricos  (Aleurocanthus woglumi),Chiapas,Limón ,Segundo Trimestre,Control Biológico (Encarsia sp.),20,19
Plagas de los Cítricos,Mosca prieta de los citricos  (Aleurocanthus woglumi),Chiapas,Naranja,Segundo Trimestre,Control Biológico (Encarsia sp.),3,3
Plagas Reglamentadas del Aguacatero ,"Barrenadores del hueso (Conotrachelus persea, C. agucatae, Heilipus lauri y Stenoma catenifer) y Barrenador de ramas (Macrocopturus aguacatae)",Colima,Aguacatero,Segundo Trimestre,Cultural y Químico,2,120
Plagas Reglamentadas del Aguacatero ,"Barrenadores del hueso (Conotrachelus persea, C. agucatae, Heilipus lauri y Stenoma catenifer) y Barrenador de ramas (Macrocopturus aguacatae)",Estado de México,Aguacatero,Segundo Trimestre,Cultural y Químico,120,64
Plagas Reglamentadas del Aguacatero ,"Barrenadores del hueso (Conotrachelus persea, C. agucatae, Heilipus lauri y Stenoma catenifer) y Barrenador de ramas (Macrocopturus aguacatae)",Jalisco ,Aguacatero,Segundo Trimestre,Cultural y Químico,17,6
Plagas Reglamentadas del Aguacatero ,"Barrenadores del hueso (Conotrachelus persea, C. agucatae, Heilipus lauri y Stenoma catenifer) y Barrenador de ramas (Macrocopturus aguacatae)",Michoacán,Aguacatero,Segundo Trimestre,Cultural y Químico,1.5,14
Plagas Reglamentadas del Aguacatero ,"Barrenadores del hueso (Conotrachelus persea, C. agucatae, Heilipus lauri y Stenoma catenifer) y Barrenador de ramas (Macrocopturus aguacatae)",Puebla,Aguacatero,Segundo Trimestre,Cultural y Químico,81,61
Campaña contra Moko del Plátano,Moko del Plátano (Ralstonia solanacearum Raza 2),Chiapas,Plátano,Segundo Trimestre,Muestreo y Control Químico (manejo de focos de infección - acciones de erradicación),566,7
Campaña contra Moko del Plátano,Foc R2 (Fusarium oxysporum f. sp. cubense Raza 2),Michoacán,Plátano,Segundo Trimestre,Muestreo y Control Químico (manejo de focos de infección - acciones de erradicación),0,0
Campaña contra Moko del Plátano,Foc R2 (Fusarium oxysporum f. sp. cubense Raza 2),Nayarit,Plátano,Segundo Trimestre,Muestreo y Control Químico (manejo de focos de infección - acciones de erradicación),44,14
Campaña contra Moko del Plátano,Moko del Plátano (Ralstonia solanacearum Raza 2) Foc R2 (Fusarium oxysporum f. sp. cubense Raza 2),Tabasco,Plátano,Segundo Trimestre,Muestreo y Control Químico (manejo de focos de infección - acciones de erradicación),2765,40
Plagas del Cafeto,"Broca del café (Hypothenemus hampei), Roya del cafeto (Hemileia vastatrix) y barrenador negro de las ramas (Xylosandrus compactus)",Chiapas,Cafeto,Segundo Trimestre,Trampeo y Control Químico,719,224
Plagas del Cafeto,"Broca del café (Hypothenemus hampei), Roya del cafeto (Hemileia vastatrix) y barrenador negro de las ramas (Xylosandrus compactus)",Guerrero ,Cafeto ,Segundo Trimestre,Trampeo y Control Químico,801,401
Plagas del Cafeto,Broca del café (Hypothenemus hampei)  y Roya del cafeto (Hemileia vastatrix),Hidalgo,Cafeto,Segundo Trimestre,Trampeo y Control Químico,1000,991
Plagas del Cafeto,"Broca del café (Hypothenemus hampei), Roya del cafeto (Hemileia vastatrix) y barrenador negro de las ramas (Xylosandrus compactus)",Oaxaca,Cafeto,Segundo Trimestre,Trampeo y Control Químico,1200,1484
Plagas del Cafeto,"Broca del café (Hypothenemus hampei), Roya del cafeto (Hemileia vastatrix) y barrenador negro de las ramas (Xylosandrus compactus)",Puebla,Cafeto ,Segundo Trimestre,Trampeo y Control Químico,5685,3746
Plagas del Cafeto,Broca del café (Hypothenemus hampei)  y Roya del cafeto (Hemileia vastatrix),San Luis Potosí ,Cafeto,Segundo Trimestre,Trampeo y Control Químico,660,711
Plagas del Cafeto,"Broca del café (Hypothenemus hampei), Roya del cafeto (Hemileia vastatrix) y barrenador negro de las ramas (Xylosandrus compactus)",Veracruz,Cafeto ,Segundo Trimestre,Trampeo y Control Químico,503,289
Plagas Reglamentadas del Algodonero ,Gusano rosado (Pectinophora gossypiella),Baja California,Algodón,Segundo Trimestre,Control Cultural  ,4763,253
Plagas Reglamentadas del Algodonero ,Gusano rosado (Pectinophora gossypiella),Chihuahua,Algodón,Segundo Trimestre,Control Cultural ,24120,403
Plagas Reglamentadas del Algodonero ,Gusano rosado (Pectinophora gossypiella),Sonora,Algodón,Segundo Trimestre,Control Cultural ,71,2
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Campeche,Caña de azúcar,Segundo Trimestre,Control Químico,35,3
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Campeche,Maíz,Segundo Trimestre,Control Químico,73,5
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Campeche,Sorgo,Segundo Trimestre,Control Químico,53,4
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Campeche,Pastos ,Segundo Trimestre,Control Químico,136,10
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Chiapas,Pastos ,Segundo Trimestre,Control Químico,58,29
,,Estado de México,Maíz,Segundo Trimestre,Control Químico,10,5
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Oaxaca,Caña de azúcar,Segundo Trimestre,Control Químico,12,1
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Oaxaca,Pasto,Segundo Trimestre,Control Químico,38,3
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Oaxaca,Piña,Segundo Trimestre,Control Químico,30,3
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",San Luis Potosí,Caña de azúcar,Segundo Trimestre,Control Químico,589.5,73
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",San Luis Potosí,Maíz,Segundo Trimestre,Control Químico,22,2
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",San Luis Potosí,Pastos ,Segundo Trimestre,Control Químico,310,20
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Tabasco,Pasto,Segundo Trimestre,Control Químico,22,1
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Tamaulipas,Caña de azúcar,Segundo Trimestre,Control Químico,7,1
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Tamaulipas,Maíz,Segundo Trimestre,Control Químico,46,5
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Tamaulipas,Pastos,Segundo Trimestre,Control Químico,143,6
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Veracruz,Caña de azúcar,Segundo Trimestre,Control Químico,79.3,10
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Veracruz,Frijol,Segundo Trimestre,Control Químico,0.5,1
Campaña contra la Langosta centroamericana,"Langosta (Schistocerca piceifrons piceifrons, Walker 1870)",Veracruz,Maíz,Segundo Trimestre,Control Químico,17,2
